City/Town,# Total households,% Households w/ cohabiting couples,% Households w/ 1+ people aged >=65,AVG Household size,AVG Family size,# Total population >=25,% Educated <9th grade,% Educated 9th-12th w/o diploma,% Educated w/ highschool diploma or equivalent,% Educated w/ some college,% Educated w/ associate's degree,% Educated w/ bachelor's degree,% Educated w/ grad/professional degree,% Educated w/ diploma or higher,% Educated w/ bachelors or higher,# Total civilian population,% Population w/ disablilty,% Population <18 w/ disability,% Population 18-64 w/ disability,% Population >65 w/ disability,# Population foreign-born,% Foreign-born not citizen,% Foreign-born entered >=2010,% Foreign-born entered <2010,# Total population >=5,% Population speaks english poorly,% Households w/ a computer,% Households w/ internet,# Total civilian labor force,% Workers worked from home,% Workers unpaid familly,% Population no health insurance,% Population in poverty,# Total occupied housing units,% Households no vehicle,% Households incomplete plumbing,% Households incomplete kitchen,% Households no telephone,% Households w/ 1.51 or more occupants/room,% Population <18,% Population >=18,% Population >=21,% Population >=65,% Population white,County subdivision,% Population minority,Latitude,Longitude,County,# Total population,# Total cases,# Total cases last 2 weeks,Avg # of cases last 2 weeks (per 100k),# Total tests,# Total tests last 2 weeks,# Total positive tests,% Positive tests last 2 weeks,% Infection rate,% Positive tests,% Infection rate last 2 weeks,% Testing rate last 2 weeks,% Testing rate,# Total positive tests last 2 weeks,% Population one or more doses,% Population fully vaccinated,% Vaccinated 65+ fully vaccinated,% Vaccinated 65+ one or more doses,% Vaccinated <65 fully vaccinated,% Vaccinated <65 one or more doses,% Vaccinated minority fully vaccinated,% Vaccinated minority one or more doses,% Vaccinated white fully vaccinated,% Vaccinated white one or more doses
Bourne,8611,7.5,41.8,2.25,2.81,14579,0.9,2.7,27.8,20.5,10.7,22.9,14.5,96.4,37.4,19383,13.7,4.8,7.7,32.9,798,44.2,36.8,63.2,19191,1.4,92.7,87.8,10450,5.0,0.1,2.2,6.1,8611,4.9,0.0,1.2,1.2,0.1,16.4,83.6,80.0,25.7,92.6,7175,7.400000000000006,41.7412773,-70.59893249999998,Barnstable,21025,1263,45,15.287536965643811,46724,2532.0,47.0,0.018562401263823063,6.007134363852557,0.0010059070285078331,0.2140309155766944,12.042806183115339,222.230677764566,47.0,58.768967321505016,44.7557437092708,86.86174391201885,98.19324430479183,31.297470340844896,46.167848848157675,24.814356435643564,35.76732673267327,43.09764309764309,55.69023569023569
Boxborough,2266,4.5,19.4,2.45,3.16,3876,1.9,2.2,9.4,11.1,9.1,28.3,37.9,95.9,66.2,5554,6.0,1.9,5.7,15.8,1154,38.7,19.0,81.0,5338,4.1,97.7,96.7,3289,6.9,0.0,2.7,4.5,2266,1.6,3.3,3.3,1.9,0.4,22.2,77.8,74.3,11.7,76.5,7350,23.5,42.483419700000006,-71.51671390000001,Middlesex,5073,198,4,1.4079824406737151,9423,394.0,1.0,0.0025380710659898475,3.903015966883501,0.00010612331529236973,0.0788488074117879,7.7666075300611075,185.74807806031936,1.0,68.28402366863905,43.98422090729783,92.81984334203656,100.0,35.292750929368026,62.56970260223048,31.836407377706493,70.40898155573376,45.4736289687746,64.23510889530307
Boxford,2839,1.7,32.8,2.92,3.15,5615,0.0,1.9,9.9,11.2,8.9,36.2,32.0,98.1,68.1,8282,8.4,0.7,5.2,32.6,380,19.5,19.5,80.5,7910,1.3,98.2,96.0,4513,9.7,0.0,1.0,0.2,2839,1.2,0.0,0.0,0.0,0.0,25.1,74.9,71.9,16.1,94.5,7420,5.5,42.6611604,-70.996726,Essex,7640,538,11,10.28356649416889,18156,879.0,12.0,0.013651877133105802,7.041884816753926,0.0006609385327164573,0.14397905759162302,11.50523560209424,237.64397905759162,12.0,63.9910959800969,47.662694775435384,77.83641160949868,83.37730870712402,40.18951151772586,59.1896748897239,50.27322404371585,80.05464480874316,45.64826345648264,60.218624602186246
Boylston,1799,6.1,31.5,2.56,3.05,3227,1.3,1.3,14.4,16.2,9.4,35.4,22.0,97.4,57.5,4623,9.8,3.8,5.7,32.0,324,22.5,21.9,78.1,4423,2.1,95.1,93.0,2487,10.0,0.0,1.3,3.8,1799,2.3,0.0,0.0,0.4,0.8,22.0,78.0,73.6,17.3,96.1,7525,3.9000000000000057,42.3889953,-71.6908142,Worcester,4489,307,4,6.364213345105097,10239,494.0,4.0,0.008097165991902834,6.838939630207173,0.0003906631506983104,0.08910670527957229,11.004678102027178,228.09088883938514,4.0,66.85242978154258,48.64021399910834,99.75186104218362,100.0,37.44565217391304,57.74456521739131,46.10778443113773,79.94011976047905,45.55203509627102,62.00341213746039
Braintree,14016,4.8,31.9,2.62,3.27,26343,2.6,3.5,25.4,16.8,8.2,26.9,16.6,93.8,43.4,36708,10.2,3.2,7.4,30.4,6332,35.5,20.8,79.2,35250,7.8,93.6,89.4,20540,4.8,0.2,1.2,4.6,14016,7.1,0.3,0.7,0.8,0.3,22.6,77.4,74.8,17.0,80.6,7740,19.400000000000006,42.20790170000001,-71.0040013,Norfolk,39657,4037,65,11.707430545885064,95977,3544.0,86.0,0.024266365688487584,10.179791713947097,0.0008960480115027559,0.16390548957308926,8.936631616108128,242.01780265779055,86.0,59.09973521624007,40.76661202874795,75.379113018598,88.79828326180258,33.35986529924996,52.74452778202969,33.933518005540165,57.31941189004901,38.719911041339614,53.05141287284144
Brewster,4198,4.1,48.6,2.27,2.78,7573,0.7,2.4,20.9,18.8,8.2,25.6,23.4,96.9,49.0,9538,11.2,0.7,6.3,25.0,383,19.6,8.6,91.4,9554,1.1,96.3,90.6,4674,10.6,0.0,2.6,5.2,4198,5.0,0.3,1.8,1.2,1.3,16.3,83.7,80.6,32.1,96.5,7980,3.5,41.7600902,-70.0827905,Barnstable,9926,509,14,10.074077310415948,19698,1147.0,17.0,0.014821272885789015,5.127946806367117,0.0008630317798761296,0.14104372355430184,11.5555107797703,198.44851904090268,17.0,66.7607337230397,51.42108445877847,73.9020055851739,82.50825082508251,36.62042453618586,56.39311382249708,25.624999999999996,50.0,48.80255455029271,62.45875465673231
Bridgewater,8133,6.0,30.8,2.8,3.26,16935,1.7,4.0,28.4,20.5,9.6,23.7,12.1,94.3,35.8,25774,9.3,2.4,7.1,30.0,1436,44.4,10.5,89.5,25995,2.4,96.0,90.9,15473,4.5,0.1,1.2,9.4,8133,2.7,0.2,0.4,0.8,0.4,18.2,81.8,69.9,13.8,84.9,8130,15.099999999999994,41.9903519,-70.9750541,Plymouth,28615,2836,56,13.97847469041103,74048,3768.0,64.0,0.016985138004246284,9.910885899004018,0.000864304235090752,0.19570155512842916,13.167918923641448,258.77337060982006,64.0,47.808611771284774,34.5798965469034,76.87732342007435,88.8723667905824,27.635594254791062,41.06685112096676,22.409573021484906,33.88632036986674,30.551762910609593,42.57489358284475
Brimfield,1447,7.3,37.5,2.53,3.09,2660,0.9,3.3,30.0,18.6,10.9,22.4,13.9,95.8,36.4,3658,13.9,3.3,14.5,23.1,97,18.6,0.0,100.0,3458,0.3,89.7,83.9,1874,6.7,0.0,2.8,5.8,1447,1.9,0.0,1.5,2.2,1.7,20.9,79.1,76.0,20.1,93.8,8470,6.200000000000003,42.1225482,-72.2005059,Hampden,3727,204,6,11.498371823416047,5809,272.0,7.0,0.025735294117647058,5.473571236919775,0.0012050266827336891,0.16098738932116982,7.2980949825597,155.86262409444595,7.0,49.15436241610738,34.33557046979866,76.50130548302873,81.8537859007833,23.42007434944238,40.689422102061506,100.0,100.0,24.366638200967834,36.46456020495303
Brockton,31817,6.9,28.7,2.95,3.61,62411,10.0,9.5,33.6,20.6,7.6,13.4,5.2,80.5,18.6,94463,12.8,4.1,11.6,36.6,29511,39.3,26.5,73.5,89252,19.9,88.8,80.7,51196,1.8,0.1,4.0,14.8,31817,15.4,0.3,0.6,1.8,0.9,25.0,75.0,71.1,13.1,36.1,9000,63.9,42.08343350000001,-71.0183787,Plymouth,99226,13742,404,29.082133035714726,219853,10355.0,462.0,0.04461612747464993,13.849192751899702,0.0021014041200256533,0.40715135146030274,10.435772882107512,221.56793582327214,462.0,40.67403726958467,28.325085917579596,68.8363798484173,83.1401396938624,21.968168833440217,34.01037719349385,19.47077239782133,28.45849237323269,36.967977300364815,48.479935143899475
Brookfield,1404,6.2,36.5,2.45,3.27,2490,2.5,4.9,38.1,18.0,7.8,20.8,8.0,92.6,28.7,3422,9.8,0.0,7.6,27.1,143,24.5,10.5,89.5,3285,1.2,84.9,80.8,1812,7.1,0.0,3.8,3.1,1404,2.4,0.0,0.0,1.1,0.4,20.8,79.2,77.0,19.3,95.9,9105,4.099999999999994,42.21398170000001,-72.1022991,Worcester,3688,207,7,13.556137122513675,5896,272.0,7.0,0.025735294117647058,5.612798264642082,0.0011872455902306649,0.1898047722342733,7.37527114967462,159.86984815618223,7.0,44.13680781758957,30.836047774158526,63.18471337579618,75.03184713375796,22.07657813038979,35.770955501897205,100.0,100.0,19.910011248593925,29.83689538807649
Brookline,24436,6.2,26.9,2.35,2.94,40345,1.1,1.5,5.7,5.8,2.3,29.9,53.5,97.4,83.5,58721,6.9,0.9,4.1,26.3,17226,55.3,40.2,59.8,56300,10.1,96.6,93.7,33593,7.4,0.2,2.1,12.3,24436,28.7,0.2,1.6,1.5,0.7,18.6,81.4,77.6,16.0,72.0,9175,28.0,42.3317642,-71.1211635,Norfolk,64727,2242,41,4.524470784026546,225658,10136.0,46.0,0.004538279400157853,3.4637786395167396,0.00020384830141187107,0.0633429635237227,15.65961654332813,348.6304015325907,46.0,51.722699462332365,36.17205364316173,65.92047429213943,74.27169579883471,30.874938570466497,47.70754081651226,25.174632352941178,39.62775735294118,37.177380153237195,50.49883104557765
Buckland,876,8.8,35.5,2.18,2.83,1489,3.7,4.1,26.4,13.4,9.9,24.9,17.6,92.2,42.5,1950,14.4,3.0,12.9,28.5,120,45.0,0.0,100.0,1865,0.8,90.1,82.9,1067,5.9,0.5,3.2,11.5,876,3.8,0.0,0.0,0.0,0.0,19.0,81.0,79.9,21.7,90.6,9595,9.400000000000006,42.592307,-72.79176009999998,Franklin,1838,39,0,0.0,538,22.0,0.0,0.0,2.121871599564744,0.0,0.0,1.1969532100108813,29.270946681175193,0.0,8.991825613079019,5.722070844686648,14.345991561181433,15.611814345991561,2.718589272593681,6.686260102865541,0.0,0.0,5.942275042444821,8.205998868138087
Burlington,10001,2.9,36.3,2.76,3.26,19843,2.5,1.8,20.5,11.5,6.9,32.7,24.2,95.7,56.9,27576,9.7,2.3,6.7,27.2,6568,49.8,33.9,66.1,26122,7.6,94.3,91.9,15102,5.1,0.4,1.3,3.8,10001,4.0,0.3,1.2,1.1,0.4,20.5,79.5,76.5,19.2,74.3,9840,25.700000000000003,42.5047161,-71.19562049999998,Middlesex,27818,2005,51,13.094939485338703,56476,2583.0,56.0,0.02168021680216802,7.207563448127112,0.0009915716410510659,0.18333453159824573,9.285354806240562,203.01962757926523,56.0,58.56911738270717,42.03846845227395,76.85203001731769,83.54820088512604,34.03926076576178,52.82960473958794,33.75656742556918,55.41447752481028,40.872845342119085,53.94642601346512
Cambridge,46835,10.0,21.0,2.13,2.8,79240,2.2,2.3,7.9,6.7,1.9,28.8,50.2,95.5,79.0,116208,6.9,2.9,4.8,25.8,33701,63.3,47.3,52.7,111448,7.8,94.2,88.6,73312,7.3,0.1,2.0,12.7,46835,32.1,0.3,1.1,2.2,1.5,12.2,87.8,79.1,11.1,66.1,11000,33.900000000000006,42.3736158,-71.10973349999998,Middlesex,111989,5664,143,9.120791789650918,956875,59150.0,191.0,0.003229078613693998,5.05763958960255,0.00019960809928151535,0.12769111251997964,52.817687451446126,854.4365964514371,191.0,62.267267937670226,38.22476224494352,84.11430327239208,91.27362113996006,32.18850728020451,58.45180716804591,28.759848135712247,52.257115895275085,39.42284724710379,59.808312432819775
Canton,9064,4.6,34.5,2.55,3.21,16712,1.4,2.5,17.8,14.1,9.0,30.5,24.6,96.1,55.1,23105,9.7,2.9,6.0,30.4,3752,26.1,17.0,83.0,22058,7.2,93.0,87.2,12782,5.5,0.0,1.1,4.1,9064,7.4,0.0,0.4,1.3,0.1,21.7,78.3,75.7,18.7,83.0,11315,17.0,42.17668,-71.1448516,Norfolk,23172,1991,42,12.946162766348937,60655,2577.0,48.0,0.018626309662398137,8.592266528568961,0.0007913609760118705,0.18125323666494045,11.121180735370274,261.75988261695153,48.0,63.065901342194984,44.70242976133961,82.93168251160733,93.61043555162503,35.43007293007293,55.657443157443154,35.70870753611871,54.41233893010543,42.63488910956637,58.7995145095443
Carlisle,1876,5.7,36.9,2.78,3.15,3699,0.4,1.0,4.4,8.1,3.9,32.7,49.5,98.7,82.2,5224,6.8,4.5,3.4,19.7,742,28.7,1.3,98.7,5072,1.8,99.3,95.9,2689,12.7,0.0,0.7,3.4,1876,1.3,0.4,1.1,2.6,0.0,22.3,77.7,75.0,19.4,86.5,11525,13.5,42.5292597,-71.3495046,Middlesex,4723,189,4,4.537065965323182,10605,596.0,3.0,0.0050335570469798654,4.0016938386618675,0.0002828854314002829,0.08469193309337286,12.619098030912557,224.5394876138048,3.0,74.15801736920145,51.8746028383817,100.0,100.0,39.41798941798942,64.76190476190476,54.6572934973638,96.8365553602812,50.04909180166912,69.41580756013745
Carver,4489,4.8,38.4,2.61,3.24,8197,2.5,5.1,39.5,21.0,10.1,11.7,10.1,92.4,21.8,11720,11.8,3.8,8.2,31.1,454,62.6,36.8,63.2,11134,2.1,91.4,83.3,6139,5.1,0.0,2.4,6.2,4489,4.9,0.0,0.0,0.2,0.0,21.2,78.8,75.4,19.8,94.5,11665,5.5,41.88343629999999,-70.76253759999999,Plymouth,12248,753,30,17.495112446398434,16988,785.0,32.0,0.04076433121019108,6.1479425212279555,0.0018836825994819873,0.24493794905290658,6.40920966688439,138.70019595035924,32.0,48.55463008329251,34.256083619140945,64.91228070175438,77.15565509518477,25.671579387477788,40.545625587958604,42.758620689655174,61.149425287356316,31.84870378240544,44.793880152996174
Charlemont,442,3.6,41.6,2.46,2.9,802,1.4,8.0,37.4,15.2,6.9,20.1,11.1,90.6,31.2,1086,21.9,14.1,18.0,37.5,39,15.4,0.0,100.0,1061,1.4,86.4,75.6,505,5.8,0.6,2.7,13.8,442,5.9,0.5,0.0,0.5,2.9,18.2,81.8,77.8,23.8,93.7,12505,6.299999999999997,42.627862,-72.86981829999998,Franklin,1174,18,4,12.166381425133524,2189,100.0,2.0,0.02,1.5332197614991483,0.0009136592051164915,0.34071550255536626,8.517887563884157,186.4565587734242,2.0,53.09065934065934,36.53846153846153,69.32668329177058,84.28927680798004,24.075829383886255,41.23222748815166,0.0,0.0,35.55878084179971,48.47605224963715
Charlton,5064,6.3,27.4,2.65,3.15,9287,1.6,3.4,29.6,16.6,11.7,23.7,13.4,95.0,37.2,13428,11.8,2.7,8.6,40.2,681,53.2,17.2,82.8,12781,2.4,92.5,86.0,7620,5.7,0.0,1.5,4.8,5064,4.6,0.0,0.0,0.9,0.8,22.0,78.0,73.5,14.8,94.8,12715,5.200000000000003,42.13565,-71.970074,Worcester,14163,967,30,15.129249508440642,29774,1206.0,31.0,0.02570480928689884,6.827649509284756,0.0010411768657217707,0.21181952976064394,8.515145096377887,210.2238226364471,31.0,48.315796906998095,35.23056281336064,69.91622239146992,77.26580350342726,27.334200260078024,41.72518422193325,100.0,100.0,22.10956416464891,31.65102905569007
Chatham,2894,3.6,59.8,2.02,2.56,5078,0.5,2.1,15.4,13.8,9.3,34.4,24.4,97.3,58.8,5871,16.6,1.2,9.7,27.4,336,36.6,22.3,77.7,5843,1.3,92.7,87.3,2766,11.1,0.0,2.9,7.3,2894,5.6,0.3,1.1,0.8,0.0,9.6,90.4,88.4,44.8,96.3,12995,3.700000000000003,41.68208970000001,-69.9597664,Barnstable,5829,322,4,4.901150970835954,9401,358.0,5.0,0.013966480446927373,5.524103619831875,0.0005318583129454314,0.06862240521530279,6.1417052667696,161.27980785726538,5.0,77.70722498712888,60.219667067101426,83.06360557019194,93.56417011667294,41.072555205047315,64.41640378548897,30.793650793650794,59.36507936507937,58.40788752966952,73.06919846631368
Chelmsford,13564,4.3,33.1,2.58,3.07,25359,1.4,2.0,18.8,13.7,7.6,31.4,25.1,96.6,56.5,35022,9.8,2.9,6.8,27.5,3817,36.1,18.9,81.1,33177,3.9,93.8,92.6,19437,5.7,0.1,1.5,3.6,13564,3.9,0.0,1.4,1.5,0.2,20.7,79.3,76.5,18.8,87.2,13135,12.799999999999997,42.5998139,-71.3672838,Middlesex,35973,2935,73,14.494901252906732,71770,2936.0,79.0,0.02690735694822888,8.158896950490647,0.0011007384701128605,0.2029299752592222,8.161676813165428,199.51074416923805,79.0,60.93024548917123,43.815507798381944,78.33827893175074,86.27949696198954,35.3592690017998,54.72103004291845,27.961052172649325,49.09170178753088,45.52426149454933,60.65201691942639
Chelsea,13268,10.2,20.7,2.96,3.76,26254,21.8,9.2,31.9,13.9,4.6,11.5,7.0,68.9,18.5,39560,12.9,4.4,11.3,50.4,18143,68.7,25.7,74.3,36519,39.2,87.8,80.8,21711,1.9,0.1,7.4,18.1,13268,30.2,0.7,2.0,2.6,2.7,26.0,74.0,71.0,9.5,48.4,13205,51.6,42.3917638,-71.03282840000001,Suffolk,36918,8758,150,29.021582927152537,133384,5849.0,190.0,0.03248418533082578,23.72284522455171,0.0014244587056918372,0.4063058670567203,15.843220109431714,361.29801180995725,190.0,53.29269944467019,35.18352973046187,80.31451839370963,91.575400168492,30.36517359237273,49.205492594591355,24.348147898933487,39.501396225145506,54.57780210756808,70.1519091282332
Cheshire,1473,3.5,36.8,2.14,2.6,2568,1.9,6.2,28.7,25.5,10.6,16.2,10.8,91.9,27.1,3141,20.5,4.1,19.5,31.9,41,0.0,0.0,100.0,3071,0.6,89.5,81.7,1750,3.8,0.0,1.1,7.1,1473,3.3,0.0,0.8,1.0,0.0,12.3,87.7,82.7,23.0,97.9,13345,2.0999999999999943,42.5620278,-73.162881,Berkshire,2936,124,13,31.625806677364398,5641,287.0,13.0,0.04529616724738676,4.223433242506812,0.002304555929799681,0.44277929155313356,9.775204359673024,192.13215258855584,13.0,61.11869031377899,45.05457025920873,84.9478390461997,98.50968703427719,33.21539141972579,50.02211410880142,0.0,0.0,43.82694336967992,58.14280689412592
Chester,583,11.5,36.2,2.5,2.79,1128,0.9,8.2,40.3,18.0,10.2,11.6,10.8,91.0,22.4,1470,16.5,5.3,11.9,40.8,35,25.7,0.0,100.0,1416,0.3,89.7,79.1,815,3.8,0.0,5.4,9.1,583,3.9,1.0,0.5,2.2,0.0,16.8,83.2,79.7,19.7,99.3,13485,0.7000000000000028,42.2792551,-72.978712,Hampden,1357,66,4,5.260886560966282,1536,63.0,1.0,0.015873015873015872,4.8636698599852615,0.0006510416666666666,0.2947678703021371,4.642593957258659,113.19086219602063,1.0,34.78581979320532,23.042836041358935,52.74725274725275,63.73626373626373,15.541165587419057,27.474560592044405,0.0,0.0,22.288706058339567,31.787584143605084
Chesterfield,537,7.1,39.3,2.3,2.82,950,1.3,4.9,35.5,15.4,12.8,15.8,14.3,93.8,30.1,1222,11.6,2.5,7.8,28.2,11,0.0,0.0,100.0,1194,0.3,89.2,78.8,698,9.4,0.0,2.2,4.5,537,0.7,0.7,0.7,2.6,0.0,16.0,84.0,79.9,22.7,97.6,13590,2.4000000000000057,42.3917541,-72.8398172,Hampshire,1223,32,4,5.837367225591928,1843,90.0,1.0,0.011111111111111112,2.616516762060507,0.0005425935973955507,0.3270645952575634,7.358953393295176,150.69501226492233,1.0,39.55773955773956,26.371826371826373,56.934306569343065,66.78832116788321,17.529039070749736,31.678986272439282,0.0,0.0,27.834179357022,37.81725888324873
Chicopee,23090,8.2,32.7,2.35,3.0,38925,4.4,9.5,34.6,20.4,11.1,13.1,6.9,86.1,20.0,54967,16.0,5.8,12.1,40.5,4677,35.6,11.6,88.4,52816,6.1,87.4,81.6,28445,2.8,0.0,3.1,13.8,23090,11.4,0.1,0.7,1.7,0.5,20.0,80.0,75.4,18.4,85.8,13660,14.200000000000003,42.14870429999999,-72.6078672,Hampden,56710,5825,198,24.938783813766257,117891,5678.0,246.0,0.043325114476928495,10.271557044612942,0.002086673282947808,0.3491447716452125,10.01234350202786,207.8839710809381,246.0,41.7690937626748,27.601530675225284,60.43724230511075,76.38316233579442,20.201823760750248,33.968624400363026,13.062330623306234,22.94489611562782,29.51148287467828,43.32805385072263
Chilmark,456,9.4,52.6,2.66,3.36,931,0.0,0.0,9.0,15.8,8.8,42.0,24.4,100.0,66.4,1213,12.2,0.0,7.5,27.5,45,15.6,0.0,100.0,1200,1.4,96.7,89.7,634,14.3,0.5,3.0,11.9,456,0.7,0.7,0.0,0.0,0.0,12.8,87.2,82.2,28.3,94.4,13800,5.599999999999994,41.3431688,-70.74475009999998,Dukes,758,22,4,37.66257954452524,3900,82.0,4.0,0.04878048780487805,2.9023746701846966,0.0010256410256410256,0.5277044854881267,10.817941952506596,514.5118733509235,4.0,96.8503937007874,73.62204724409449,100.0,100.0,50.280112044817926,80.25210084033614,0.0,0.0,83.53221957040573,100.0
Clarksburg,709,6.2,36.4,2.5,2.84,1280,3.1,5.9,35.5,18.0,9.8,16.5,11.3,90.9,27.7,1777,17.6,6.3,14.6,35.1,55,54.5,12.7,87.3,1703,0.9,89.7,85.2,1006,2.7,0.4,1.5,8.4,709,3.5,0.0,0.6,0.4,0.0,19.6,80.4,77.0,22.3,97.3,14010,2.700000000000003,42.7170314,-73.092685,Berkshire,1673,42,4,8.53644244491296,2023,85.0,2.0,0.023529411764705882,2.510460251046025,0.0009886307464162135,0.23909145248057379,5.080693365212194,120.92050209205021,2.0,,,,,,,,,,
Clinton,5594,11.0,24.2,2.49,3.17,9858,2.3,8.3,28.9,19.7,11.3,20.6,8.8,89.4,29.4,13935,14.6,10.0,12.6,31.9,2158,45.9,27.9,72.1,13113,9.5,91.2,86.4,8190,4.4,0.1,3.9,8.1,5594,6.2,0.1,0.4,1.0,1.0,20.6,79.4,76.0,13.0,89.2,14395,10.799999999999997,42.4167635,-71.68290809999998,Worcester,14079,1574,39,19.7854466940931,27036,1118.0,42.0,0.03756708407871199,11.179771290574616,0.0015534842432312472,0.2770083102493075,7.940904893813482,192.03068399744302,42.0,51.836328763230796,34.083966754280034,78.15814850530376,89.9228543876567,26.46838290427393,45.25535282845955,20.599999999999998,42.36666666666667,35.618561400309964,51.14413346704348
Cohasset,3087,2.5,33.1,2.72,3.25,5572,0.6,0.8,11.8,10.5,5.5,36.8,34.1,98.6,70.8,8427,7.3,0.6,4.9,27.3,288,19.4,6.3,93.8,7825,0.2,94.1,92.2,4134,10.4,0.0,1.0,4.6,3087,3.6,0.0,1.7,0.0,0.0,28.8,71.2,69.4,17.0,96.5,14640,3.5,42.2417675,-70.80365440000001,Norfolk,7354,431,23,22.3367767768108,18709,944.0,26.0,0.02754237288135593,5.860756051128638,0.001389705489336683,0.31275496328528696,12.836551536578733,254.40576556975793,26.0,71.47714907508161,48.51741022850925,89.60674157303372,100.0,38.647098515519566,64.3387314439946,54.54545454545454,100.0,46.53367289190719,67.9541595925297
Colrain,751,11.1,39.9,2.36,2.76,1320,1.1,4.7,33.3,18.3,9.7,18.0,15.1,94.2,33.0,1771,9.6,1.4,6.7,21.8,45,4.4,0.0,100.0,1663,0.0,88.1,74.3,1002,7.8,0.3,3.1,11.4,751,1.6,0.9,0.8,1.6,0.0,16.4,83.6,80.7,25.1,98.5,14885,1.5,42.6731396,-72.6967587,Franklin,1582,49,4,13.541618895932926,2819,144.0,5.0,0.034722222222222224,3.0973451327433628,0.0017736786094359701,0.2528445006321113,9.102402022756005,178.1921618204804,5.0,56.21039290240811,37.38910012674271,76.5840220385675,98.07162534435263,25.679012345679013,43.7037037037037,0.0,0.0,34.736138944555776,51.97060788243153
Concord,6635,2.5,38.6,2.64,3.13,13587,1.1,3.1,12.4,5.6,3.6,28.2,46.0,95.8,74.2,17556,8.8,2.4,5.4,25.1,2058,41.9,28.6,71.4,18005,4.1,95.8,92.5,8378,13.6,0.7,1.6,3.6,6635,4.6,0.3,0.9,0.4,0.3,24.1,75.9,73.2,20.8,83.2,15060,16.799999999999997,42.4603719,-71.34894840000003,Middlesex,18730,1086,28,10.67750998767123,61648,4007.0,30.0,0.007486897928624906,5.798184730379071,0.0004866337918505061,0.14949279231179924,21.393486385477843,329.1404164442072,30.0,68.5070482699701,49.28449380606578,73.8277215451353,81.78062383804999,40.72873910851876,63.8798876647224,38.52623147777333,62.755306367641175,47.07050645481628,64.4488579940417
Conway,800,8.3,41.1,2.46,2.88,1478,0.2,1.4,15.7,12.1,8.1,29.5,33.0,98.4,62.5,1968,10.3,2.7,9.6,18.1,48,33.3,0.0,100.0,1883,0.1,94.4,86.4,1145,16.2,1.1,3.3,1.8,800,0.8,0.4,0.4,0.9,0.0,20.5,79.5,78.4,24.4,98.8,15200,1.2000000000000028,42.50980850000001,-72.6995349,Franklin,1931,31,4,7.395693875120136,3522,159.0,2.0,0.012578616352201259,1.605385810460901,0.0005678591709256105,0.20714655618850336,8.23407560849301,182.39254272397721,2.0,56.016597510373444,41.75311203319502,80.29978586723769,89.93576017130621,29.43189596167009,45.17453798767967,0.0,0.0,41.36789851075565,53.33701047986762
Cummington,422,5.2,38.2,2.0,2.77,637,0.0,2.7,30.8,18.5,6.9,19.2,22.0,97.3,41.1,845,14.2,3.3,11.5,27.8,18,50.0,61.1,38.9,814,0.7,84.4,75.1,446,10.2,0.0,1.5,10.7,422,7.6,0.0,0.0,0.9,0.0,17.8,82.2,80.2,25.6,98.1,16040,1.9000000000000057,42.459188,-72.8913714,Hampshire,784,27,0,0.0,1896,76.0,0.0,0.0,3.4438775510204076,0.0,0.0,9.693877551020408,241.83673469387753,0.0,70.46035805626599,47.570332480818415,100.0,100.0,30.63209076175041,53.970826580226905,0.0,0.0,48.67724867724868,68.25396825396825
Dalton,3034,6.2,35.2,2.14,2.65,5170,0.3,5.0,26.7,20.8,11.9,23.3,12.1,94.7,35.4,6507,13.2,5.9,10.6,26.7,232,6.9,0.0,100.0,6376,2.2,91.8,85.5,3690,7.6,0.0,4.1,4.9,3034,2.5,0.0,1.3,2.0,0.0,16.5,83.5,81.6,21.6,97.5,16180,2.5,42.4736959,-73.1662138,Berkshire,6466,300,21,23.198222826557604,15197,640.0,22.0,0.034375,4.639653572533251,0.0014476541422649208,0.32477575007732756,9.89792762140427,235.02938447262602,22.0,58.27015317963794,42.658208262416835,76.68428005284017,86.98811096433289,32.248939179632245,49.484744392806626,0.0,16.967509025270758,39.827754306142346,54.2086447838804
Danvers,10689,5.0,35.0,2.51,3.1,20248,1.6,4.7,23.0,16.1,11.3,25.8,17.5,93.7,43.2,27140,11.7,6.0,8.0,28.9,2898,29.6,18.5,81.5,26235,3.5,90.9,87.3,15564,3.5,0.1,1.6,7.1,10689,7.3,0.1,1.1,1.4,0.1,19.0,81.0,77.7,20.9,91.7,16250,8.299999999999997,42.5750009,-70.93212199999998,Essex,28666,3024,68,16.943400284698296,76409,2774.0,76.0,0.0273972602739726,10.549082536803182,0.0009946472274208536,0.23721481894927787,9.676969231842602,266.54922207493195,76.0,59.447390454926044,46.95436784817193,84.64579901153213,92.12520593080725,36.82836151190582,50.6683190227494,38.61003861003861,53.90926640926641,44.76928895612708,55.90015128593041
