City/Town,# Total households,% Households w/ cohabiting couples,% Households w/ 1+ people aged >=65,AVG Household size,AVG Family size,# Total population >=25,% Educated <9th grade,% Educated 9th-12th w/o diploma,% Educated w/ highschool diploma or equivalent,% Educated w/ some college,% Educated w/ associate's degree,% Educated w/ bachelor's degree,% Educated w/ grad/professional degree,% Educated w/ diploma or higher,% Educated w/ bachelors or higher,# Total civilian population,% Population w/ disablilty,% Population <18 w/ disability,% Population 18-64 w/ disability,% Population >65 w/ disability,# Population foreign-born,% Foreign-born not citizen,% Foreign-born entered >=2010,% Foreign-born entered <2010,# Total population >=5,% Population speaks english poorly,% Households w/ a computer,% Households w/ internet,# Total civilian labor force,% Workers worked from home,% Workers unpaid familly,% Population no health insurance,% Population in poverty,# Total occupied housing units,% Households no vehicle,% Households incomplete plumbing,% Households incomplete kitchen,% Households no telephone,% Households w/ 1.51 or more occupants/room,% Population <18,% Population >=18,% Population >=21,% Population >=65,% Population white,County subdivision,% Population minority,Latitude,Longitude,County,# Total population,# Total cases,# Total cases last 2 weeks,Avg # of cases last 2 weeks (per 100k),# Total tests,# Total tests last 2 weeks,# Total positive tests,% Positive tests last 2 weeks,% Infection rate,% Positive tests,% Infection rate last 2 weeks,% Testing rate last 2 weeks,% Testing rate,# Total positive tests last 2 weeks,% Population one or more doses,% Population fully vaccinated,% Vaccinated 65+ fully vaccinated,% Vaccinated 65+ one or more doses,% Vaccinated <65 fully vaccinated,% Vaccinated <65 one or more doses,% Vaccinated minority fully vaccinated,% Vaccinated minority one or more doses,% Vaccinated white fully vaccinated,% Vaccinated white one or more doses
Weymouth,23723,7.5,31.2,2.37,2.99,41855,1.9,4.3,27.2,17.9,9.5,25.7,13.5,93.8,39.2,56344,11.3,3.4,9.1,27.9,7379,46.2,35.3,64.7,53996,5.7,93.2,87.1,34185,3.4,0.2,2.9,6.0,23723,6.3,0.3,0.4,0.7,0.5,17.9,82.1,79.0,17.9,84.3,78972,15.700000000000003,42.2180724,-70.94103559999998,Norfolk,56177,5161,126,16.02070118320719,112235,5257.0,165.0,0.03138672246528438,9.18703383947167,0.001470129638704504,0.224291079979351,9.357922281360699,199.78816953557507,165.0,58.35795919820558,41.72570940292662,80.85338085338086,90.8028908028908,33.1473965229093,51.24476374449244,32.052124397722295,52.94568550153307,40.236886632825716,54.276649746192895
Whately,641,3.9,34.9,2.47,2.97,1174,0.8,5.0,25.9,15.2,10.4,22.6,20.2,94.2,42.8,1584,12.6,2.3,6.4,39.2,58,12.1,0.0,100.0,1511,1.1,90.3,82.7,894,5.4,0.0,0.7,7.2,641,1.6,0.0,0.0,0.0,0.0,16.2,83.8,78.0,21.0,96.6,79110,3.4000000000000057,42.4398101,-72.63481180000002,Franklin,1451,66,5,24.605302264105255,2057,99.0,6.0,0.06060606060606061,4.548587181254307,0.002916869227029655,0.34458993797381116,6.822880771881461,141.7643004824259,6.0,33.08011049723757,23.756906077348066,43.53932584269663,51.12359550561798,17.307692307692307,27.197802197802197,0.0,0.0,24.486803519061585,31.085043988269796
Whitman,5466,8.4,26.4,2.74,3.33,10171,1.5,4.4,33.3,21.2,10.5,20.9,8.1,94.1,29.0,15056,9.5,3.8,7.7,28.4,593,42.7,16.9,83.1,14185,2.1,93.4,84.9,8855,2.1,0.0,2.6,6.2,5466,3.5,0.9,1.0,0.3,0.4,22.9,77.1,72.1,12.8,92.5,79530,7.5,42.0806564,-70.935599,Plymouth,15539,1319,30,13.790078806924111,26053,1091.0,36.0,0.03299725022914757,8.48831971169316,0.001381798641231336,0.19306261664199756,7.021043825213978,167.66201171246541,36.0,46.83316168898043,33.03295571575695,71.55090390104662,82.58801141769743,27.00610391543844,41.23864820604437,35.68627450980392,55.88235294117647,30.69293195533051,42.81750710966221
Wilbraham,5217,5.9,38.3,2.73,3.11,10622,2.8,2.6,23.2,14.8,9.1,26.7,20.8,94.6,47.4,14333,11.9,4.4,8.7,29.8,666,19.8,16.1,83.9,14216,4.0,92.1,87.2,7975,3.6,0.2,1.0,2.8,5217,2.4,0.0,0.0,0.4,0.0,21.0,79.0,76.4,21.2,93.4,79740,6.599999999999994,42.1237206,-72.431586,Hampden,14533,1322,27,13.269874948151527,46567,1730.0,32.0,0.018497109826589597,9.096538911442922,0.0006871819099362209,0.1857840776164591,11.903942750980526,320.42248675428334,32.0,55.93255333792154,41.2388162422574,73.46097201767306,82.44477172312223,31.41445891333633,47.84912438257746,35.57951482479784,56.06469002695418,37.418190024825094,50.13917099225156
Williamsburg,1161,7.3,37.7,2.21,2.76,2042,0.8,3.5,19.4,14.2,8.8,22.9,30.4,95.6,53.3,2576,13.7,3.4,10.1,29.7,112,6.3,0.0,100.0,2503,0.4,95.1,86.6,1601,9.9,0.0,2.3,9.1,1161,5.6,0.0,0.0,0.0,0.0,15.8,84.2,83.6,23.5,98.5,79915,1.5,42.3928305,-72.7300929,Hampshire,2458,80,6,17.433847404003842,8032,388.0,7.0,0.01804123711340206,3.254678600488202,0.0008715139442231076,0.24410089503661514,15.785191212367778,326.76973148901544,7.0,97.5560081466395,70.5091649694501,100.0,100.0,53.64130434782609,82.66304347826086,0.0,33.035714285714285,67.39502999143102,91.6452442159383
Williamstown,2275,4.6,41.7,2.11,2.77,3890,0.6,5.2,14.2,11.2,6.1,23.7,38.9,94.1,62.7,7251,11.3,3.0,7.7,31.9,738,50.0,28.9,71.1,7354,0.4,91.3,86.5,3913,7.2,0.2,1.0,11.0,2275,8.4,0.0,0.0,1.1,0.0,14.5,85.5,64.1,19.6,81.6,79985,18.400000000000006,42.7120196,-73.20368979999998,Berkshire,7178,293,4,3.9801535084193307,95277,6958.0,4.0,0.0005748778384593274,4.081916968514906,4.198285000577264e-05,0.05572582892170522,96.93507940930621,1327.3474505433269,4.0,56.25696767001115,32.065217391304344,59.30996714129244,71.30339539978094,22.766355140186917,51.12149532710281,14.719626168224298,71.72897196261682,31.489498156164824,49.398749398749395
Wilmington,7957,5.0,30.7,2.9,3.26,16386,1.9,2.8,27.0,16.1,8.7,26.0,17.4,95.3,43.5,23123,10.9,3.4,7.9,33.2,2576,38.2,12.3,87.7,22116,3.9,94.9,93.5,13732,3.8,0.0,0.5,2.9,7957,3.9,0.0,0.0,0.6,0.1,21.5,78.5,75.3,16.4,87.3,80230,12.700000000000003,42.5481714,-71.17244670000002,Middlesex,24460,2200,52,15.184977159748318,48513,2155.0,60.0,0.027842227378190254,8.994276369582993,0.001236781893513079,0.21259198691741618,8.810302534750614,198.33605887162716,60.0,54.851371795396,40.20934701721389,75.97567156614294,83.65433350228079,33.32845790063868,49.310126273706786,36.12395929694727,57.49306197964847,37.94155931594776,50.94034741236142
Winchendon,3781,6.4,29.7,2.8,3.25,7420,2.9,5.8,35.3,20.3,13.1,13.4,9.2,91.3,22.7,10827,11.1,5.4,8.3,32.6,442,14.7,6.6,93.4,9983,2.5,86.9,81.0,6142,4.9,0.1,2.7,10.6,3781,11.4,1.2,3.6,0.8,0.0,23.2,76.8,72.7,14.1,93.0,80405,7.0,42.6871009,-72.04395290000002,Worcester,10765,740,32,21.23261020645263,17394,892.0,41.0,0.04596412556053812,6.874129122155133,0.0023571346441301597,0.2972596377148165,8.28611240130051,161.57919182535997,41.0,39.05045061785747,27.706029917309298,68.2360326428123,83.30194601381042,20.665212649945474,31.363140676117773,9.69626168224299,26.51869158878505,26.798250076304814,37.47074982195544
Winchester,7884,3.0,33.3,2.85,3.32,15116,0.9,0.5,10.8,6.8,3.7,31.2,46.1,98.6,77.3,22458,5.9,1.4,3.1,22.5,4089,37.3,20.7,79.3,21361,5.4,95.1,93.5,11195,7.5,0.4,1.4,2.3,7884,3.7,0.3,0.4,0.5,0.6,28.6,71.4,69.5,17.7,80.9,80510,19.099999999999994,42.452303,-71.1369959,Middlesex,22284,1295,33,10.577601394287813,73189,3484.0,37.0,0.010619977037887486,5.811344462394543,0.0005055404500676331,0.14808831448572965,15.634535989947945,328.43744390594145,37.0,64.5841748575019,44.8588483461245,83.32506203473945,90.76923076923077,36.36513067777108,58.80225741055285,35.33783783783784,60.33783783783784,43.77077815968896,60.5679833211247
Windsor,366,10.9,36.9,2.36,2.73,665,0.0,2.3,28.9,17.9,10.2,21.7,19.1,97.7,40.8,862,6.5,1.7,4.8,14.8,24,8.3,0.0,100.0,836,0.0,88.5,85.5,504,2.9,0.0,2.3,5.8,366,0.0,0.0,0.0,0.0,0.0,13.9,86.1,82.4,21.1,96.2,80685,3.799999999999997,42.5090217,-73.04571240000001,Berkshire,845,25,4,8.450006025508333,1079,38.0,2.0,0.05263157894736842,2.9585798816568047,0.0018535681186283596,0.4733727810650888,4.497041420118343,127.69230769230768,2.0,55.04151838671412,35.11269276393831,63.55140186915887,84.11214953271028,25.43720190779014,45.151033386327505,0.0,0.0,37.309644670050766,55.58375634517766
Winthrop,7831,6.8,33.4,2.36,3.16,14263,1.8,2.7,31.1,18.1,8.1,24.9,13.3,95.5,38.3,18507,12.3,6.3,9.4,28.8,2952,51.9,28.5,71.5,17699,7.5,91.1,83.5,11091,4.0,0.1,2.2,8.8,7831,11.9,0.1,0.4,0.7,1.0,18.5,81.5,79.7,18.0,92.9,81005,7.099999999999994,42.374776,-70.9862693,Suffolk,18868,2378,49,18.54978892630789,72653,2296.0,59.0,0.02569686411149826,12.603349586601652,0.0008120793360219124,0.25969896120415514,12.1687513249947,385.0593597625609,59.0,56.8036045587066,44.829048502517885,70.71392659627953,76.9482151835093,37.912272452475314,51.42070262645261,43.6,64.26666666666667,41.43431072734904,50.91443305150807
Woburn,15935,6.4,30.4,2.51,3.09,29255,2.6,3.2,25.1,15.7,8.1,27.6,17.8,94.3,45.4,40082,11.0,5.2,7.9,30.6,8140,56.2,31.7,68.3,38038,8.6,92.2,88.4,23880,4.7,0.2,1.7,6.3,15935,6.8,0.6,0.7,1.9,0.9,19.6,80.4,77.4,16.3,79.7,81035,20.299999999999997,42.4792618,-71.1522765,Middlesex,41525,4251,90,15.48119607396353,101905,4188.0,108.0,0.025787965616045846,10.237206502107163,0.0010598106079191404,0.21673690547862734,10.085490668272126,245.40638169777242,108.0,56.46540304905952,40.69266154476048,74.57876437550148,81.94704466434875,33.249126105219865,50.868019857239375,25.04253828445601,41.58742868581724,40.99246898534421,54.1295584512984
Worcester,71595,8.0,25.5,2.38,3.21,121514,5.3,10.0,29.3,16.9,8.3,18.5,11.7,84.7,30.2,183089,14.9,5.4,12.9,39.4,38606,47.8,29.6,70.4,175794,16.9,87.4,80.2,92933,5.3,0.3,2.9,20.0,71595,18.8,0.5,1.2,1.8,0.9,18.8,81.2,73.6,13.6,69.2,82000,30.799999999999997,42.26259320000001,-71.8022934,Worcester,191574,23414,461,17.188373683061744,866232,51874.0,537.0,0.010352006785672977,12.221909027321034,0.0006199263014989056,0.2406380824120183,27.077787173624813,452.16574274170813,537.0,45.2730319307202,29.568149667747207,75.37445842789354,89.37899731792861,22.934096667782185,38.885236888655164,17.43585677901434,30.692617955146815,36.749340831263744,51.95343697690448
